Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction,Delay
FH83144088,Male,Loyal Customer,51.0,TN,Personal Travel,Eco,794.0,13.0,22.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,5.0,4.0,neutral or dissatisfied,No
ZO57964885,Male,Loyal Customer,39.0,NH,Business travel,Business,1903.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,satisfied,No
XO34747918,Female,Loyal Customer,50.0,NJ,Business travel,Business,3031.0,1.0,16.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,satisfied,No
KF76920924,Female,Loyal Customer,37.0,NJ,Business travel,Eco,612.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,neutral or dissatisfied,No
BT76271101,Female,Loyal Customer,52.0,NJ,Personal Travel,Eco,414.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,5.0,0.0,1.0,5.0,4.0,neutral or dissatisfied,No
ZI37609609,Female,Loyal Customer,62.0,OR,Personal Travel,Eco,912.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,neutral or dissatisfied,No
JF25016462,Male,Disloyal Customer,27.0,MO,Business travel,Business,1440.0,30.0,32.5,4.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,satisfied,Yes
LA78625725,Male,Loyal Customer,65.0,SD,Personal Travel,Eco,134.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,neutral or dissatisfied,No
ST42446083,Male,Loyal Customer,33.0,NJ,Business travel,Eco Plus,102.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,satisfied,No
GL82768751,Female,Disloyal Customer,23.0,NJ,Business travel,Eco,109.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,1.0,1.0,5.0,4.0,neutral or dissatisfied,No
RW97069701,Male,Loyal Customer,45.0,NJ,Business travel,Eco,145.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,satisfied,No
FJ91184533,Male,Loyal Customer,48.0,TN,Personal Travel,Eco Plus,1235.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,4.0,2.0,1.0,3.0,4.0,neutral or dissatisfied,No
MA66501224,Female,Loyal Customer,14.0,NJ,Personal Travel,Eco,387.0,0.0,12.0,1.0,5.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,neutral or dissatisfied,No
ZI08862348,Male,Loyal Customer,24.0,NJ,Business travel,Business,1197.0,1.0,0.0,5.0,4.0,4.0,0.0,5.0,5.0,0.0,2.0,4.0,0.0,neutral or dissatisfied,No
GQ30058239,Female,Disloyal Customer,44.0,KS,Business travel,Eco,2306.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,neutral or dissatisfied,No
NL12273495,Female,Disloyal Customer,22.0,LA,Business travel,Eco,253.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,satisfied,No
ES66444497,Male,Loyal Customer,32.0,NJ,Personal Travel,Eco,859.0,28.0,8.0,0.0,1.0,3.0,0.0,5.0,5.0,1.0,0.0,3.0,0.0,neutral or dissatisfied,Yes
BB61898174,Male,Loyal Customer,40.0,CO,Personal Travel,Eco,209.0,0.0,0.0,2.0,5.0,2.0,3.0,0.0,3.0,1.0,1.0,4.0,5.0,neutral or dissatisfied,No
HI94891259,Male,Loyal Customer,45.0,NJ,Personal Travel,Eco,541.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,5.0,2.0,neutral or dissatisfied,No
FO39784146,Female,Disloyal Customer,22.0,OH,Business travel,Business,533.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,satisfied,No
QZ81736367,Female,Disloyal Customer,46.0,NJ,Business travel,Eco,406.0,0.0,17.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,4.0,0.0,neutral or dissatisfied,No
RX32730870,Male,Loyal Customer,24.0,MA,Business travel,Eco,479.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,4.0,1.0,0.0,1.0,4.0,neutral or dissatisfied,No
KO80731939,Male,Loyal Customer,31.0,NH,Business travel,Business,2295.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,satisfied,No
LT02930876,Male,Loyal Customer,45.0,MD,Business travel,Business,1737.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,satisfied,No
XW59415657,Male,Loyal Customer,63.0,NJ,Business travel,Business,2009.0,0.0,30.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,neutral or dissatisfied,No
LM92040622,Male,Loyal Customer,46.0,NC,Business travel,Business,3462.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,3.0,satisfied,No
IP10539048,Female,Disloyal Customer,24.0,NJ,Business travel,Eco,1180.0,30.0,32.5,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,satisfied,Yes
ZH94695095,Male,Loyal Customer,38.0,NJ,Business travel,Business,1984.0,2.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,neutral or dissatisfied,No
ZK60835923,Female,Loyal Customer,35.0,HI,Personal Travel,Eco,2288.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,2.0,4.0,5.0,neutral or dissatisfied,No
BB77554957,Male,Loyal Customer,47.0,AR,Personal Travel,Eco,526.0,0.0,0.0,2.0,5.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,5.0,neutral or dissatisfied,No
ZQ01647677,Female,Loyal Customer,32.0,WA,Personal Travel,Eco,951.0,18.0,17.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,neutral or dissatisfied,Yes
QA95828046,Male,Loyal Customer,48.0,NJ,Business travel,Business,3237.0,5.0,17.0,0.0,4.0,4.0,3.0,0.0,3.0,1.0,0.0,3.0,2.0,neutral or dissatisfied,No
LL35123276,Male,Loyal Customer,70.0,MA,Personal Travel,Eco,600.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,neutral or dissatisfied,No
HZ58512311,Male,Loyal Customer,67.0,MN,Personal Travel,Eco,447.0,7.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,neutral or dissatisfied,No
PE32683220,Female,Disloyal Customer,38.0,OR,Business travel,Eco,235.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,1.0,0.0,4.0,0.0,neutral or dissatisfied,No
UE15019736,Male,Loyal Customer,49.0,NJ,Business travel,Business,2472.0,30.0,32.5,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0,neutral or dissatisfied,Yes
ZM27587799,Female,Loyal Customer,27.0,SC,Business travel,Eco Plus,425.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,satisfied,No
VT41576621,Female,Disloyal Customer,19.0,VA,Business travel,Eco,1206.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,satisfied,No
OV65824117,Female,Loyal Customer,29.0,GA,Personal Travel,Eco,599.0,0.0,0.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,satisfied,No
VM84797058,Female,Loyal Customer,30.0,CO,Business travel,Business,3294.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,satisfied,No
LK59597782,Female,Loyal Customer,60.0,NJ,Business travel,Eco,1222.0,0.0,0.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,5.0,4.0,1.0,satisfied,No
PK60615682,Male,Loyal Customer,33.0,NC,Personal Travel,Eco Plus,346.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,neutral or dissatisfied,No
WN05203844,Male,Loyal Customer,43.0,NC,Business travel,Eco,302.0,30.0,32.5,0.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,4.0,5.0,neutral or dissatisfied,Yes
TK44711291,Male,Loyal Customer,43.0,NJ,Business travel,Eco,2133.0,0.0,4.0,0.0,4.0,5.0,3.0,0.0,3.0,2.0,0.0,4.0,5.0,neutral or dissatisfied,No
IP50491886,Female,Loyal Customer,57.0,WV,Business travel,Eco Plus,259.0,30.0,32.5,3.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,satisfied,Yes
MG37096334,Male,Disloyal Customer,22.0,CO,Business travel,Eco,936.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,neutral or dissatisfied,No
QS02206661,Male,Loyal Customer,58.0,MD,Business travel,Business,2502.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
KY44973830,Male,Loyal Customer,49.0,VA,Business travel,Business,1524.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,satisfied,No
ID71730476,Female,Loyal Customer,59.0,PA,Personal Travel,Eco,170.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,satisfied,No
OL35612086,Male,Loyal Customer,58.0,MI,Business travel,Business,967.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,satisfied,No
DT99626524,Male,Disloyal Customer,39.0,NJ,Business travel,Eco,328.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,neutral or dissatisfied,No
ZP08870930,Female,Loyal Customer,28.0,MA,Personal Travel,Eco,311.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,neutral or dissatisfied,No
TT84848177,Female,Disloyal Customer,23.0,NJ,Business travel,Eco,197.0,4.0,1.0,0.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,satisfied,No
WF51909861,Female,Loyal Customer,31.0,GA,Business travel,Business,238.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,satisfied,No
ZY08072451,Male,Loyal Customer,14.0,MD,Personal Travel,Eco,509.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,3.0,satisfied,No
WX85200236,Male,Loyal Customer,43.0,NJ,Business travel,Business,1664.0,7.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
VI39360261,Male,Loyal Customer,36.0,NJ,Personal Travel,Eco,2442.0,13.0,8.0,2.0,5.0,2.0,2.0,0.0,4.0,1.0,0.0,3.0,5.0,neutral or dissatisfied,No
MX46932925,Male,Loyal Customer,35.0,GA,Business travel,Eco,341.0,0.0,19.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,satisfied,No
ZG05908161,Female,Loyal Customer,55.0,NJ,Business travel,Business,1120.0,0.0,0.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,satisfied,No
MQ99193315,Male,Loyal Customer,13.0,CO,Personal Travel,Eco Plus,563.0,10.0,28.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,2.0,neutral or dissatisfied,No
XI24398841,Female,Disloyal Customer,47.0,PA,Business travel,Eco,495.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,2.0,1.0,5.0,0.0,neutral or dissatisfied,No
OA36164196,Female,Disloyal Customer,39.0,UT,Business travel,Business,1117.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,satisfied,No
SR06240507,Female,Loyal Customer,52.0,NJ,Business travel,Eco Plus,342.0,25.0,13.0,2.0,1.0,5.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,neutral or dissatisfied,Yes
WE24708113,Male,Loyal Customer,56.0,NJ,Personal Travel,Eco,683.0,0.0,0.0,2.0,5.0,2.0,3.0,0.0,3.0,1.0,0.0,5.0,5.0,neutral or dissatisfied,No
SK99373586,Male,Loyal Customer,40.0,GA,Personal Travel,Eco,192.0,0.0,6.0,2.0,3.0,2.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0,neutral or dissatisfied,No
YG73859143,Male,Loyal Customer,48.0,MO,Business travel,Business,447.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
OB18762841,Male,Loyal Customer,61.0,GA,Personal Travel,Eco Plus,86.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,5.0,0.0,1.0,5.0,0.0,neutral or dissatisfied,No
FP69906371,Female,Disloyal Customer,43.0,VA,Business travel,Eco,546.0,30.0,32.5,1.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,4.0,5.0,neutral or dissatisfied,Yes
AT45905360,Male,Loyal Customer,42.0,NJ,Business travel,Business,762.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,satisfied,No
XW81322346,Male,Loyal Customer,49.0,NJ,Business travel,Business,349.0,30.0,32.5,1.0,3.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,neutral or dissatisfied,Yes
AO46834713,Female,Loyal Customer,40.0,NJ,Business travel,Business,728.0,13.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
AP65176229,Female,Loyal Customer,45.0,MN,Business travel,Business,2385.0,21.0,21.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,satisfied,Yes
PZ13915565,Female,Loyal Customer,45.0,NJ,Business travel,Business,3395.0,0.0,0.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,satisfied,No
JI00820548,Male,Loyal Customer,13.0,NJ,Personal Travel,Eco,237.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,5.0,1.0,0.0,4.0,0.0,neutral or dissatisfied,No
OQ20029973,Male,Loyal Customer,25.0,CO,Business travel,Business,1371.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,neutral or dissatisfied,No
NC24342293,Male,Loyal Customer,55.0,OR,Business travel,Eco Plus,2562.0,0.0,0.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,satisfied,No
GY90747094,Male,Disloyal Customer,27.0,TN,Business travel,Eco,853.0,0.0,7.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,5.0,satisfied,No
XE65860850,Male,Loyal Customer,43.0,NJ,Business travel,Business,691.0,0.0,0.0,2.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,neutral or dissatisfied,No
OU22059425,Female,Loyal Customer,60.0,NC,Business travel,Eco Plus,129.0,30.0,32.5,2.0,1.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,neutral or dissatisfied,Yes
JH65537913,Male,Loyal Customer,48.0,NJ,Business travel,Business,3311.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,satisfied,No
LM68250627,Female,Loyal Customer,11.0,IN,Personal Travel,Business,1521.0,0.0,11.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,satisfied,No
JR03890944,Male,Loyal Customer,59.0,MO,Business travel,Business,564.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,satisfied,No
AE30805728,Female,Loyal Customer,36.0,VA,Business travel,Business,944.0,0.0,0.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,satisfied,No
VX84832196,Male,Loyal Customer,28.0,CO,Business travel,Business,1010.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,satisfied,No
KN90432889,Female,Loyal Customer,40.0,RI,Personal Travel,Eco,414.0,16.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,neutral or dissatisfied,Yes
XJ92817521,Female,Loyal Customer,24.0,MO,Business travel,Business,726.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,satisfied,No
AF51471813,Female,Disloyal Customer,38.0,NJ,Business travel,Business,921.0,0.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,satisfied,No
FI68877404,Female,Loyal Customer,19.0,NJ,Personal Travel,Eco,369.0,0.0,0.0,2.0,4.0,5.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,neutral or dissatisfied,No
DP20089635,Female,Loyal Customer,49.0,WA,Business travel,Business,721.0,30.0,32.5,4.0,4.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,satisfied,Yes
RK18882277,Male,Disloyal Customer,32.0,MA,Business travel,Eco,529.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,neutral or dissatisfied,No
ND68558091,Female,Loyal Customer,24.0,SC,Business travel,Business,3619.0,8.0,24.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,neutral or dissatisfied,No
SM41384986,Male,Loyal Customer,27.0,NJ,Business travel,Business,2125.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,satisfied,No
UY11201029,Female,Loyal Customer,30.0,NJ,Business travel,Business,2525.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,satisfied,No
DS96286829,Male,Disloyal Customer,8.0,NJ,Business travel,Eco,574.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,neutral or dissatisfied,No
IM98250025,Female,Loyal Customer,29.0,NJ,Business travel,Eco,2475.0,0.0,10.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,4.0,5.0,neutral or dissatisfied,No
QF35788491,Female,Loyal Customer,41.0,NJ,Business travel,Business,1067.0,12.0,19.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,satisfied,No
FU32007897,Female,Loyal Customer,38.0,NJ,Business travel,Eco Plus,311.0,0.0,25.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,neutral or dissatisfied,No
QA77464992,Male,Loyal Customer,32.0,VA,Personal Travel,Eco Plus,2611.0,2.0,0.0,0.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,5.0,0.0,neutral or dissatisfied,No
PT84125653,Female,Loyal Customer,57.0,NJ,Personal Travel,Eco,67.0,8.0,7.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,0.0,5.0,0.0,neutral or dissatisfied,No
PY10707891,Male,Loyal Customer,61.0,NJ,Business travel,Business,2446.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,1.0,3.0,4.0,3.0,satisfied,No
AJ82899286,Female,Loyal Customer,55.0,MD,Business travel,Business,2586.0,0.0,0.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,satisfied,No
GD06221674,Female,Loyal Customer,22.0,NJ,Business travel,Business,1955.0,7.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,neutral or dissatisfied,No
KA28328918,Male,Loyal Customer,39.0,NJ,Business travel,Business,1337.0,30.0,32.5,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,satisfied,Yes
HO65600368,Male,Loyal Customer,27.0,VT,Personal Travel,Eco,813.0,15.0,12.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,satisfied,Yes
WP98402166,Male,Loyal Customer,44.0,NJ,Business travel,Business,1592.0,30.0,32.5,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,satisfied,Yes
EE05273820,Female,Loyal Customer,28.0,NJ,Personal Travel,Eco,134.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,5.0,neutral or dissatisfied,No
TE42703764,Male,Loyal Customer,64.0,NJ,Personal Travel,Eco,1598.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,neutral or dissatisfied,No
RE33982470,Male,Disloyal Customer,40.0,NJ,Business travel,Business,373.0,10.0,6.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,neutral or dissatisfied,No
PT40944584,Female,Loyal Customer,49.0,NJ,Business travel,Business,349.0,30.0,32.5,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,satisfied,Yes
BF83163396,Male,Loyal Customer,42.0,NJ,Personal Travel,Eco Plus,273.0,0.0,0.0,2.0,3.0,2.0,0.0,5.0,5.0,1.0,1.0,4.0,0.0,neutral or dissatisfied,No
OU17674548,Female,Disloyal Customer,16.0,GA,Business travel,Eco,641.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,neutral or dissatisfied,No
VE55098916,Female,Disloyal Customer,22.0,WV,Business travel,Eco,717.0,19.0,14.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,5.0,4.0,neutral or dissatisfied,Yes
XK51494942,Male,Loyal Customer,35.0,SD,Personal Travel,Business,447.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,5.0,1.0,0.0,5.0,0.0,neutral or dissatisfied,No
PJ06704855,Male,Loyal Customer,40.0,NJ,Personal Travel,Eco,848.0,0.0,0.0,2.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,neutral or dissatisfied,No
AC11375927,Male,Loyal Customer,53.0,GA,Business travel,Eco,758.0,0.0,0.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,neutral or dissatisfied,No
XV82502934,Female,Disloyal Customer,38.0,NJ,Business travel,Eco,255.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,5.0,0.0,1.0,4.0,0.0,neutral or dissatisfied,No
IJ33418877,Male,Loyal Customer,24.0,MO,Personal Travel,Eco,1192.0,0.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,neutral or dissatisfied,No
JN03055406,Male,Loyal Customer,14.0,OH,Personal Travel,Eco,486.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,3.0,1.0,1.0,3.0,5.0,neutral or dissatisfied,No
PS37377803,Male,Loyal Customer,50.0,CO,Business travel,Business,2926.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,satisfied,No
VV37370142,Female,Loyal Customer,53.0,VA,Business travel,Business,122.0,30.0,32.5,0.0,5.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,neutral or dissatisfied,Yes
LM35821601,Female,Loyal Customer,48.0,NJ,Business travel,Business,2393.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,satisfied,No
RF60599573,Male,Disloyal Customer,31.0,VA,Business travel,Business,1117.0,30.0,24.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,neutral or dissatisfied,Yes
RC30340555,Female,Loyal Customer,50.0,WA,Business travel,Business,2973.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,neutral or dissatisfied,No
YR79809322,Male,Loyal Customer,63.0,PA,Personal Travel,Eco,1197.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,neutral or dissatisfied,No
HL37063716,Female,Loyal Customer,38.0,DE,Personal Travel,Eco,630.0,0.0,0.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,neutral or dissatisfied,No
PW26770258,Female,Loyal Customer,41.0,MI,Business travel,Business,2586.0,13.0,14.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,neutral or dissatisfied,No
XG42824787,Male,Loyal Customer,61.0,NJ,Personal Travel,Eco,606.0,0.0,32.5,2.0,4.0,2.0,3.0,1.0,3.0,1.0,0.0,5.0,5.0,neutral or dissatisfied,No
EP30562717,Male,Loyal Customer,8.0,NJ,Personal Travel,Eco,570.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,3.0,0.0,1.0,5.0,5.0,neutral or dissatisfied,No
NK14564758,Female,Loyal Customer,30.0,MO,Business travel,Business,1448.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,satisfied,No
IO05909095,Female,Disloyal Customer,22.0,NJ,Business travel,Business,755.0,2.0,0.0,4.0,0.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,satisfied,No
IP97154022,Female,Loyal Customer,54.0,TN,Business travel,Business,214.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,satisfied,No
TL77028850,Male,Loyal Customer,46.0,KY,Business travel,Business,680.0,0.0,0.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,satisfied,No
XZ86829807,Female,Loyal Customer,45.0,NJ,Personal Travel,Eco,646.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,neutral or dissatisfied,No
OT40688939,Male,Loyal Customer,35.0,AL,Business travel,Eco,151.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,neutral or dissatisfied,No
CU31873565,Male,Loyal Customer,54.0,MI,Business travel,Eco,646.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,3.0,1.0,0.0,3.0,5.0,neutral or dissatisfied,No
AB74311072,Female,Loyal Customer,56.0,OH,Business travel,Business,227.0,4.0,6.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,satisfied,No
NP78091881,Female,Loyal Customer,68.0,NJ,Personal Travel,Eco,164.0,11.0,3.0,0.0,5.0,0.0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,satisfied,No
KE30494875,Female,Loyal Customer,45.0,IN,Business travel,Business,756.0,12.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,satisfied,No
IY37596510,Male,Loyal Customer,51.0,NJ,Business travel,Business,413.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
HK97919322,Female,Loyal Customer,52.0,NJ,Business travel,Business,2475.0,7.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,neutral or dissatisfied,No
KX04513231,Female,Disloyal Customer,40.0,NJ,Business travel,Business,705.0,0.0,9.0,1.0,4.0,4.0,0.0,5.0,5.0,1.0,1.0,2.0,0.0,neutral or dissatisfied,No
YD56919453,Female,Disloyal Customer,26.0,OH,Business travel,Eco,223.0,14.0,30.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,neutral or dissatisfied,No
