Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes
BX53111256,Female,Loyal Customer,50.0,,Business travel,Business,2574.0,83.0,80.0
MP75155368,Female,Loyal Customer,77.0,,Business travel,Business,2108.0,0.0,0.0
NK60418742,Female,Loyal Customer,49.0,MD,Business travel,Business,1701.0,0.0,0.0
SP83614095,Female,Loyal Customer,53.0,AL,Business travel,Business,2168.0,46.0,17.0
RP23720030,Male,Loyal Customer,38.0,,Business travel,Business,3736.0,19.0,6.0
YK83353992,Female,Loyal Customer,27.0,NC,Business travel,Eco Plus,679.0,0.0,0.0
DK75633045,Male,Loyal Customer,42.0,,Personal Travel,Eco,315.0,1.0,0.0
XR05613463,Male,Loyal Customer,37.0,,Business travel,Business,1628.0,0.0,0.0
EC25894296,Female,Loyal Customer,41.0,,Business travel,Eco,1011.0,0.0,0.0
XS48758902,Female,Loyal Customer,38.0,,Business travel,Business,2677.0,6.0,8.0
WP31200038,Female,Loyal Customer,53.0,WA,Business travel,Eco,495.0,46.0,34.0
ZC72268549,Female,Loyal Customer,27.0,,Business travel,Business,1988.0,2.0,11.0
KO66826558,Female,Loyal Customer,21.0,,Personal Travel,Eco,1972.0,0.0,0.0
NP88456153,Female,Disloyal Customer,28.0,,Business travel,Eco,821.0,0.0,4.0
AC37275485,Male,Loyal Customer,45.0,,Business travel,Business,1964.0,43.0,38.0
TG60317865,Male,Disloyal Customer,37.0,,Business travel,Business,554.0,0.0,0.0
PD14473999,Female,Disloyal Customer,64.0,NJ,Business travel,Eco,224.0,16.0,9.0
IQ36883710,Male,Disloyal Customer,23.0,MA,Business travel,Eco,391.0,107.0,117.0
GJ37192278,Female,Loyal Customer,32.0,,Business travel,Eco,224.0,0.0,0.0
BO74337846,Male,Loyal Customer,28.0,MO,Business travel,Business,3785.0,8.0,0.0
AY02323590,Male,Loyal Customer,36.0,,Business travel,Business,3024.0,6.0,0.0
AX13887751,Female,Loyal Customer,43.0,,Business travel,Business,3351.0,0.0,0.0
CB62129999,Male,Loyal Customer,34.0,,Business travel,Business,901.0,0.0,0.0
XC97807207,Female,Disloyal Customer,16.0,,Business travel,Eco,325.0,10.0,0.0
QL94006188,Female,Loyal Customer,48.0,,Business travel,Eco,373.0,13.0,1.0
BL20968890,Female,Loyal Customer,50.0,UT,Personal Travel,Eco Plus,1587.0,0.0,0.0
SP55919736,Male,Loyal Customer,38.0,SC,Business travel,Eco Plus,409.0,0.0,9.0
WF88400720,Male,Loyal Customer,42.0,NJ,Business travel,Business,3453.0,0.0,0.0
PL17346137,Female,Disloyal Customer,27.0,NH,Business travel,Business,797.0,4.0,0.0
PC99005851,Female,Loyal Customer,48.0,OH,Business travel,Business,2271.0,0.0,0.0
YY98354706,Female,Disloyal Customer,25.0,,Business travel,Business,672.0,0.0,0.0
KM39133378,Male,Disloyal Customer,25.0,MN,Business travel,Eco,1283.0,0.0,0.0
US64416667,Male,Loyal Customer,30.0,,Business travel,Eco Plus,236.0,19.0,12.0
TE64509860,Male,Disloyal Customer,45.0,AL,Business travel,Business,1119.0,0.0,0.0
CF34106443,Male,Disloyal Customer,24.0,SC,Business travel,Business,677.0,37.0,30.0
IC86894614,Female,Disloyal Customer,34.0,,Business travel,Business,399.0,23.0,32.0
WS96625115,Male,Loyal Customer,17.0,,Business travel,Eco,442.0,6.0,0.0
VO47668665,Female,Loyal Customer,37.0,NJ,Personal Travel,Eco,581.0,3.0,0.0
FU87098970,Female,Disloyal Customer,14.0,,Business travel,Eco,966.0,0.0,6.0
LI19219354,Male,Loyal Customer,39.0,NJ,Business travel,Business,1162.0,0.0,0.0
ZY70441222,Female,Loyal Customer,19.0,,Personal Travel,Eco,2116.0,0.0,0.0
XG40132056,Male,Loyal Customer,7.0,,Personal Travel,Eco,1167.0,0.0,0.0
XR17008452,Female,Loyal Customer,19.0,,Personal Travel,Eco,374.0,41.0,56.0
TD42523560,Female,Disloyal Customer,26.0,KY,Business travel,Business,746.0,0.0,0.0
OD78217220,Female,Disloyal Customer,16.0,MO,Business travel,Eco,1076.0,0.0,22.0
YY08463070,Female,Loyal Customer,30.0,CT,Business travel,Eco,618.0,12.0,37.0
LU36957621,Male,Loyal Customer,16.0,,Personal Travel,Eco,266.0,0.0,0.0
MN67675504,Female,Loyal Customer,45.0,,Business travel,Business,592.0,56.0,50.0
NY74128747,Female,Loyal Customer,53.0,OH,Business travel,Business,373.0,5.0,4.0
MC50992225,Male,Loyal Customer,59.0,KS,Business travel,Eco,86.0,0.0,0.0
JP81511821,Male,Loyal Customer,12.0,NJ,Personal Travel,Eco,315.0,0.0,0.0
WE53893284,Female,Loyal Customer,21.0,,Personal Travel,Eco,528.0,0.0,0.0
VY61112628,Female,Loyal Customer,29.0,,Business travel,Business,862.0,14.0,2.0
EJ17340887,Female,Loyal Customer,22.0,PA,Business travel,Business,3761.0,0.0,0.0
MS23356119,Male,Loyal Customer,31.0,,Personal Travel,Eco,1979.0,39.0,14.0
DK55740468,Male,Loyal Customer,11.0,MI,Personal Travel,Business,2296.0,0.0,8.0
HU20655495,Male,Loyal Customer,58.0,,Personal Travel,Eco,226.0,0.0,0.0
OT51618486,Male,Loyal Customer,51.0,,Business travel,Eco,692.0,7.0,1.0
MY66765659,Male,Loyal Customer,63.0,,Business travel,Business,337.0,0.0,5.0
JZ42303914,Male,Disloyal Customer,22.0,MD,Business travel,Eco,204.0,0.0,0.0
MR20637192,Female,Loyal Customer,44.0,CO,Business travel,Business,1735.0,0.0,0.0
TR23116340,Male,Loyal Customer,60.0,SC,Business travel,Business,2586.0,60.0,69.0
TZ85490092,Male,Disloyal Customer,23.0,VA,Business travel,Eco,1276.0,3.0,0.0
MZ91248999,Male,Loyal Customer,49.0,SC,Personal Travel,Eco,612.0,0.0,0.0
PH18979413,Female,Loyal Customer,30.0,,Business travel,Business,3073.0,3.0,6.0
PS22226976,Male,Loyal Customer,26.0,CT,Personal Travel,Eco Plus,605.0,0.0,14.0
CR34372796,Male,Loyal Customer,67.0,PA,Personal Travel,Eco,237.0,1.0,0.0
NP18342085,Female,Loyal Customer,57.0,OR,Business travel,Business,3216.0,35.0,45.0
GN37930396,Male,Loyal Customer,59.0,CT,Business travel,Business,436.0,9.0,6.0
SU09854915,Male,Loyal Customer,30.0,,Business travel,Business,337.0,0.0,0.0
SJ54912493,Male,Loyal Customer,18.0,,Personal Travel,Business,455.0,0.0,0.0
JR96979499,Female,Loyal Customer,38.0,GA,Personal Travel,Eco,110.0,0.0,4.0
EX95950706,Male,Loyal Customer,35.0,,Business travel,Business,711.0,0.0,4.0
KA96775187,Female,Loyal Customer,47.0,,Business travel,Business,2007.0,10.0,10.0
TV56823492,Female,Loyal Customer,47.0,KY,Business travel,Eco,476.0,0.0,0.0
IG06335539,Male,Loyal Customer,21.0,AR,Business travel,Eco,647.0,0.0,0.0
WG87223469,Female,Loyal Customer,36.0,,Business travel,Eco,143.0,0.0,0.0
LM99390123,Male,Loyal Customer,38.0,,Business travel,Eco,692.0,0.0,0.0
SK40224959,Male,Loyal Customer,51.0,MD,Business travel,Business,101.0,0.0,5.0
DS72307169,Male,Loyal Customer,44.0,,Business travel,Business,1303.0,0.0,2.0
HV87765878,Female,Loyal Customer,63.0,,Business travel,Business,237.0,0.0,1.0
BJ92630555,Female,Loyal Customer,31.0,,Personal Travel,Eco,680.0,0.0,0.0
RI50947907,Male,Loyal Customer,14.0,PA,Personal Travel,Eco,296.0,6.0,6.0
NT47584169,Female,Loyal Customer,26.0,MA,Business travel,Business,2105.0,1.0,36.0
MO61480492,Male,Loyal Customer,39.0,,Business travel,Business,2964.0,26.0,27.0
QR94382884,Male,Loyal Customer,54.0,NC,Business travel,Eco,349.0,0.0,0.0
MD76151816,Male,Loyal Customer,40.0,NJ,Personal Travel,Eco,491.0,36.0,30.0
DB55467178,Female,Loyal Customer,43.0,PA,Business travel,Eco,399.0,0.0,0.0
XZ47254710,Male,Loyal Customer,60.0,,Business travel,Business,255.0,0.0,0.0
VK07966813,Female,Loyal Customer,57.0,HI,Business travel,Business,3907.0,0.0,0.0
HY22060909,Male,Loyal Customer,42.0,,Business travel,Business,406.0,4.0,12.0
YR24314605,Male,Loyal Customer,24.0,,Business travel,Business,680.0,78.0,84.0
PZ72129404,Female,Loyal Customer,22.0,,Personal Travel,Eco,544.0,0.0,0.0
KQ39631562,Female,Loyal Customer,20.0,,Business travel,Eco Plus,1097.0,0.0,1.0
GF89003033,Female,Disloyal Customer,25.0,,Business travel,Eco,580.0,1.0,0.0
GU45823432,Female,Disloyal Customer,29.0,,Business travel,Business,920.0,0.0,10.0
GB20284074,Female,Loyal Customer,53.0,,Business travel,Eco,122.0,94.0,108.0
DD15812662,Female,Loyal Customer,43.0,,Business travel,Business,2172.0,0.0,8.0
HU06773814,Female,Loyal Customer,72.0,VA,Business travel,Business,2075.0,3.0,2.0
FJ83381189,Female,Loyal Customer,61.0,,Business travel,Business,3090.0,3.0,6.0
TP95057701,Male,Disloyal Customer,30.0,PA,Business travel,Eco Plus,594.0,18.0,32.0
RR75258592,Male,Disloyal Customer,11.0,,Business travel,Eco,802.0,6.0,0.0
DK09423195,Male,Loyal Customer,35.0,OK,Personal Travel,Eco,299.0,1.0,0.0
BO89394295,Female,Disloyal Customer,41.0,,Business travel,Business,163.0,22.0,17.0
UF82011237,Female,Disloyal Customer,23.0,,Business travel,Eco,262.0,145.0,146.0
GZ41087052,Female,Loyal Customer,41.0,,Business travel,Eco,1183.0,3.0,25.0
BL20988489,Female,Disloyal Customer,20.0,,Business travel,Eco,447.0,0.0,16.0
JB82847839,Female,Loyal Customer,49.0,,Business travel,Eco Plus,311.0,0.0,0.0
NA30073396,Male,Loyal Customer,30.0,,Business travel,Eco,205.0,21.0,11.0
BM45028296,Female,Loyal Customer,14.0,VA,Personal Travel,Eco,1464.0,208.0,218.0
ZJ58377892,Male,Loyal Customer,21.0,,Personal Travel,Eco,948.0,0.0,3.0
VX75429158,Female,Loyal Customer,36.0,PA,Personal Travel,Eco,1199.0,0.0,0.0
EA32487157,Male,Loyal Customer,41.0,KS,Business travel,Eco,134.0,0.0,0.0
WU92337352,Male,Loyal Customer,61.0,,Business travel,Business,2908.0,0.0,0.0
WY64222749,Female,Loyal Customer,51.0,,Business travel,Business,1426.0,33.0,57.0
CZ63957443,Female,Disloyal Customer,33.0,MO,Business travel,Business,631.0,0.0,0.0
EF42728694,Female,Loyal Customer,45.0,,Business travel,Business,541.0,0.0,10.0
DX72785260,Male,Loyal Customer,54.0,PA,Business travel,Business,2762.0,0.0,1.0
WK96588548,Male,Loyal Customer,47.0,,Business travel,Business,1901.0,0.0,0.0
LN15353786,Male,Loyal Customer,68.0,NJ,Personal Travel,Eco,432.0,0.0,0.0
BR73138472,Male,Loyal Customer,20.0,,Business travel,Business,3509.0,45.0,51.0
GP10650015,Male,Disloyal Customer,24.0,,Business travel,Eco,641.0,0.0,0.0
CZ54955586,Male,Loyal Customer,41.0,,Personal Travel,Eco,787.0,0.0,0.0
DX75519790,Male,Loyal Customer,34.0,WA,Business travel,Business,2554.0,34.0,38.0
PN22680388,Female,Loyal Customer,22.0,,Personal Travel,Eco Plus,1576.0,2.0,2.0
SP79516110,Male,Loyal Customer,31.0,,Personal Travel,Eco Plus,1067.0,0.0,10.0
MY98890009,Female,Loyal Customer,22.0,,Personal Travel,Eco,109.0,24.0,26.0
HR20385676,Male,Loyal Customer,35.0,,Personal Travel,Business,1598.0,0.0,0.0
TU34810221,Female,Loyal Customer,49.0,CO,Business travel,Business,2921.0,0.0,0.0
QM68604473,Female,Loyal Customer,25.0,,Business travel,Business,3468.0,10.0,0.0
ON26703943,Male,Loyal Customer,43.0,,Business travel,Business,2175.0,0.0,0.0
CD45413171,Male,Loyal Customer,16.0,,Business travel,Eco,679.0,0.0,0.0
IL80354446,Female,Loyal Customer,49.0,WV,Business travel,Business,3164.0,0.0,0.0
SF60159302,Female,Loyal Customer,41.0,KS,Personal Travel,Eco,73.0,0.0,18.0
FJ70327938,Male,Loyal Customer,18.0,NC,Personal Travel,Eco,861.0,0.0,0.0
RC82137459,Male,Loyal Customer,60.0,HI,Business travel,Business,1066.0,5.0,10.0
GJ49584433,Female,Loyal Customer,56.0,WA,Business travel,Business,1902.0,0.0,0.0
IV06818287,Female,Loyal Customer,17.0,MN,Personal Travel,Eco,526.0,0.0,0.0
IV71898023,Male,Loyal Customer,14.0,,Personal Travel,Eco Plus,1172.0,0.0,0.0
XJ67139232,Female,Loyal Customer,31.0,NC,Business travel,Business,209.0,0.0,0.0
BS02006973,Female,Loyal Customer,22.0,NJ,Business travel,Eco,912.0,0.0,7.0
RY98346506,Female,Loyal Customer,43.0,CT,Business travel,Business,2475.0,19.0,18.0
KL06817263,Male,Disloyal Customer,59.0,,Business travel,Eco,448.0,0.0,0.0
CW27455111,Male,Loyal Customer,45.0,,Personal Travel,Eco,354.0,35.0,24.0
TJ44851878,Female,Loyal Customer,43.0,,Business travel,Eco Plus,1440.0,0.0,0.0
TL34670573,Male,Disloyal Customer,13.0,PA,Business travel,Eco,692.0,0.0,3.0
WB62090511,Female,Loyal Customer,14.0,VA,Personal Travel,Eco Plus,1076.0,6.0,1.0
YP20953377,Female,Loyal Customer,55.0,AK,Business travel,Eco,493.0,0.0,0.0
OP78852946,Female,Disloyal Customer,27.0,MI,Business travel,Eco Plus,562.0,7.0,0.0
SD07517409,Male,Loyal Customer,36.0,UT,Business travel,Business,2880.0,0.0,0.0
GD93099336,Female,Disloyal Customer,25.0,CT,Business travel,Business,277.0,0.0,94.0
ES80698923,Male,Loyal Customer,52.0,WA,Business travel,Eco,248.0,0.0,0.0
WC74544985,Female,Loyal Customer,55.0,,Business travel,Business,2788.0,0.0,0.0
ZH32134656,Female,Loyal Customer,12.0,,Personal Travel,Eco,580.0,0.0,0.0
LM05678796,Male,Loyal Customer,28.0,,Business travel,Business,907.0,27.0,
RZ41103269,Male,Loyal Customer,34.0,,Business travel,Business,3037.0,17.0,16.0
UW01325972,Female,Loyal Customer,68.0,,Personal Travel,Eco Plus,2586.0,0.0,0.0
CO76804954,Female,Loyal Customer,34.0,,Business travel,Business,695.0,8.0,17.0
OQ31826628,Male,Loyal Customer,38.0,,Business travel,Eco,356.0,0.0,3.0
XM88173287,Female,Loyal Customer,54.0,MO,Personal Travel,Eco,670.0,25.0,34.0
UQ92113591,Female,Loyal Customer,46.0,,Business travel,Business,2382.0,70.0,62.0
YW76224711,Male,Loyal Customer,63.0,NC,Personal Travel,Eco,1399.0,0.0,0.0
UK56671263,Female,Loyal Customer,27.0,MD,Business travel,Business,2628.0,1.0,0.0
ER70294615,Male,Loyal Customer,62.0,CO,Personal Travel,Eco,542.0,0.0,1.0
HK70401941,Male,Disloyal Customer,32.0,,Business travel,Business,357.0,0.0,0.0
KJ32943185,Female,Loyal Customer,55.0,,Personal Travel,Eco Plus,67.0,0.0,0.0
MN71221961,Female,Loyal Customer,59.0,,Business travel,Business,3887.0,0.0,0.0
KJ80964421,Female,Loyal Customer,70.0,,Personal Travel,Eco,533.0,0.0,0.0
WM75600072,Female,Loyal Customer,12.0,OK,Personal Travel,Eco,1605.0,17.0,8.0
NH16688751,Female,Loyal Customer,30.0,,Business travel,Business,3731.0,9.0,8.0
RM21349447,Female,Loyal Customer,50.0,,Business travel,Business,2556.0,5.0,0.0
BB99436621,Male,Loyal Customer,53.0,,Personal Travel,Eco,1721.0,19.0,0.0
UL29334194,Male,Loyal Customer,51.0,NV,Business travel,Business,2498.0,0.0,0.0
YC85896902,Male,Loyal Customer,39.0,CT,Business travel,Business,347.0,0.0,0.0
XC93672242,Female,Loyal Customer,39.0,,Business travel,Business,4000.0,0.0,0.0
DR72055579,Male,Loyal Customer,10.0,RI,Personal Travel,Eco,731.0,12.0,0.0
PK01193001,Male,Loyal Customer,53.0,NM,Business travel,Business,1881.0,95.0,98.0
TN70768335,Female,Loyal Customer,55.0,,Business travel,Eco Plus,871.0,0.0,0.0
OU71386692,Male,Loyal Customer,60.0,,Business travel,Business,1905.0,0.0,12.0
JK97212483,Male,Loyal Customer,36.0,DE,Business travel,Business,1491.0,0.0,4.0
QP67390499,Male,Loyal Customer,38.0,,Business travel,Business,444.0,13.0,10.0
VI73261107,Male,Disloyal Customer,19.0,GA,Business travel,Business,409.0,0.0,0.0
DV67230771,Female,Disloyal Customer,27.0,MA,Business travel,Eco,1390.0,55.0,43.0
IH14551487,Male,Loyal Customer,41.0,,Business travel,Eco Plus,853.0,41.0,35.0
ZQ66145037,Female,Loyal Customer,24.0,,Business travel,Business,331.0,0.0,0.0
LX16661425,Male,Loyal Customer,42.0,,Personal Travel,Eco,280.0,2.0,34.0
MG28311083,Female,Loyal Customer,20.0,,Business travel,Business,2790.0,0.0,0.0
MC55986498,Female,Loyal Customer,38.0,OH,Personal Travel,Eco,407.0,60.0,46.0
ZB84613971,Female,Loyal Customer,72.0,,Business travel,Business,2627.0,0.0,0.0
RA99624186,Male,Loyal Customer,40.0,,Personal Travel,Eco,2475.0,201.0,191.0
XY19090843,Male,Loyal Customer,19.0,,Personal Travel,Business,507.0,7.0,16.0
NW31807470,Female,Loyal Customer,30.0,NC,Business travel,Business,651.0,0.0,0.0
FP59404710,Female,Loyal Customer,39.0,,Business travel,Business,432.0,0.0,0.0
US33606690,Male,Disloyal Customer,25.0,,Business travel,Business,236.0,0.0,1.0
AP23190916,Female,Loyal Customer,43.0,,Business travel,Eco,502.0,80.0,77.0
QX61617398,Female,Loyal Customer,25.0,,Business travel,Business,597.0,0.0,0.0
OK35689547,Male,Disloyal Customer,15.0,KY,Business travel,Eco,620.0,4.0,3.0
YV72370980,Female,Loyal Customer,54.0,,Personal Travel,Eco,366.0,11.0,0.0
DU02132618,Male,Loyal Customer,47.0,,Business travel,Eco,1005.0,0.0,0.0
FV11758325,Male,Loyal Customer,12.0,GA,Personal Travel,Eco,557.0,0.0,9.0
AB13367914,Male,Loyal Customer,39.0,NC,Business travel,Business,3203.0,0.0,0.0
DL33680288,Female,Loyal Customer,49.0,,Business travel,Business,2830.0,0.0,0.0
ZZ48765221,Female,Loyal Customer,49.0,MA,Personal Travel,Eco,972.0,8.0,0.0
CC01032884,Female,Loyal Customer,58.0,,Personal Travel,Eco,405.0,0.0,0.0
UW12555935,Female,Loyal Customer,49.0,,Business travel,Eco Plus,363.0,89.0,74.0
ZC44355099,Male,Loyal Customer,17.0,CT,Personal Travel,Eco,759.0,56.0,61.0
PZ40682010,Female,Loyal Customer,58.0,,Business travel,Business,3158.0,0.0,0.0
DN87428847,Female,Loyal Customer,58.0,,Business travel,Eco,551.0,0.0,0.0
MJ41407368,Male,Loyal Customer,18.0,,Personal Travel,Eco,151.0,2.0,6.0
UV74137965,Male,Loyal Customer,44.0,,Business travel,Business,209.0,0.0,0.0
DD62238046,Female,Loyal Customer,35.0,OH,Personal Travel,Eco,197.0,4.0,0.0
UB19751116,Male,Loyal Customer,41.0,,Personal Travel,Eco Plus,406.0,5.0,11.0
DF25255714,Male,Loyal Customer,9.0,,Personal Travel,Eco,2404.0,0.0,0.0
RY83910003,Female,Loyal Customer,49.0,,Business travel,Business,301.0,0.0,0.0
ZR88545809,Female,Loyal Customer,43.0,CT,Business travel,Eco,533.0,15.0,20.0
YN11979229,Male,Loyal Customer,52.0,PA,Personal Travel,Eco,2306.0,80.0,62.0
QP67420348,Female,Loyal Customer,63.0,VA,Personal Travel,Eco,954.0,0.0,8.0
TZ59236113,Male,Loyal Customer,29.0,WA,Business travel,Business,683.0,0.0,4.0
OY47860777,Male,Loyal Customer,72.0,OK,Business travel,Eco Plus,852.0,90.0,91.0
VE00895828,Male,Disloyal Customer,27.0,NH,Business travel,Business,534.0,32.0,19.0
NO80600786,Female,Loyal Customer,54.0,,Personal Travel,Eco,752.0,0.0,0.0
FN17432305,Male,Loyal Customer,17.0,MD,Business travel,Eco Plus,224.0,0.0,5.0
NI66434439,Female,Loyal Customer,24.0,,Business travel,Business,1411.0,0.0,0.0
WP60883794,Female,Loyal Customer,32.0,,Business travel,Business,888.0,13.0,14.0
OA31791245,Female,Loyal Customer,39.0,AL,Business travel,Business,2182.0,9.0,2.0
EA84434088,Male,Loyal Customer,45.0,,Personal Travel,Eco,1723.0,18.0,0.0
JG87401587,Female,Loyal Customer,39.0,,Business travel,Business,1440.0,0.0,0.0
IR23604457,Female,Loyal Customer,69.0,KY,Personal Travel,Business,216.0,0.0,0.0
DF05369374,Male,Loyal Customer,23.0,CO,Business travel,Business,588.0,9.0,1.0
OW20408013,Male,Loyal Customer,53.0,,Business travel,Eco,919.0,0.0,0.0
NY05537451,Female,Loyal Customer,66.0,NC,Personal Travel,Eco,1416.0,0.0,0.0
NZ56063221,Female,Loyal Customer,46.0,,Business travel,Eco,391.0,0.0,0.0
WY39754338,Female,Loyal Customer,50.0,NC,Business travel,Business,1723.0,0.0,22.0
AC19676947,Female,Loyal Customer,42.0,CT,Business travel,Eco,655.0,0.0,0.0
IZ05042089,Female,Loyal Customer,53.0,,Business travel,Business,3574.0,0.0,0.0
CZ20015725,Male,Loyal Customer,49.0,OH,Personal Travel,Eco Plus,109.0,0.0,0.0
NC53910525,Male,Loyal Customer,59.0,KS,Personal Travel,Eco,177.0,58.0,53.0
VQ78350435,Female,Loyal Customer,45.0,,Business travel,Business,3085.0,0.0,0.0
YB23631326,Female,Loyal Customer,35.0,NC,Business travel,Eco,1024.0,0.0,0.0
AG39273948,Female,Loyal Customer,30.0,RI,Personal Travel,Business,762.0,44.0,48.0
RZ18098513,Female,Loyal Customer,33.0,MO,Business travel,Business,214.0,0.0,0.0
FV95149377,Male,Disloyal Customer,48.0,MD,Business travel,Business,1235.0,74.0,65.0
CJ83004776,Female,Loyal Customer,17.0,,Business travel,Eco Plus,427.0,0.0,0.0
UN35883381,Male,Loyal Customer,45.0,,Business travel,Business,909.0,0.0,0.0
XO96872443,Female,Loyal Customer,16.0,CO,Personal Travel,Eco,2586.0,22.0,14.0
ZE38295434,Female,Disloyal Customer,24.0,,Business travel,Eco,649.0,38.0,45.0
IX06451770,Female,Loyal Customer,29.0,CO,Personal Travel,Eco,936.0,40.0,36.0
EO30697376,Male,Disloyal Customer,10.0,WA,Business travel,Eco,594.0,0.0,0.0
WX89119743,Male,Disloyal Customer,20.0,MD,Business travel,Business,1005.0,0.0,0.0
QV27525533,Female,Loyal Customer,59.0,NJ,Business travel,Business,483.0,0.0,0.0
DZ62944931,Male,Loyal Customer,9.0,WA,Personal Travel,Eco,334.0,3.0,0.0
QX51989139,Male,Loyal Customer,48.0,,Business travel,Business,3160.0,13.0,30.0
TU37902586,Male,Loyal Customer,48.0,WA,Business travel,Business,2042.0,0.0,0.0
II69811881,Male,Loyal Customer,52.0,,Business travel,Business,813.0,0.0,0.0
BO95401674,Male,Loyal Customer,11.0,CT,Personal Travel,Eco,854.0,30.0,48.0
IB22593834,Female,Loyal Customer,37.0,OH,Business travel,Business,1205.0,1.0,0.0
GQ86198668,Female,Loyal Customer,10.0,,Personal Travel,Eco,1440.0,0.0,0.0
JV52917154,Male,Disloyal Customer,22.0,,Business travel,Eco,615.0,92.0,71.0
AE91596514,Female,Loyal Customer,32.0,NM,Business travel,Business,2521.0,0.0,0.0
AZ31312520,Male,Loyal Customer,27.0,NC,Business travel,Business,1487.0,0.0,0.0
EP59215129,Male,Loyal Customer,45.0,,Business travel,Eco,842.0,0.0,0.0
HR26458985,Female,Loyal Customer,51.0,PA,Business travel,Business,1972.0,0.0,0.0
CT62750024,Male,Loyal Customer,59.0,,Business travel,Business,2082.0,0.0,0.0
JH92020753,Female,Disloyal Customer,35.0,WA,Business travel,Eco,413.0,0.0,0.0
ZA55906388,Female,Loyal Customer,11.0,,Personal Travel,Eco,456.0,0.0,0.0
UI80364736,Male,Loyal Customer,59.0,NJ,Business travel,Business,986.0,0.0,2.0
YB64873662,Female,Disloyal Customer,24.0,,Business travel,Eco,304.0,0.0,0.0
CK49321314,Male,Loyal Customer,44.0,NJ,Personal Travel,Eco Plus,302.0,8.0,7.0
IO29585852,Male,Loyal Customer,59.0,,Business travel,Business,2480.0,4.0,0.0
XQ63624314,Male,Loyal Customer,42.0,SC,Personal Travel,Eco,488.0,0.0,0.0
EQ71776060,Female,Loyal Customer,22.0,,Business travel,Business,3692.0,36.0,26.0
KM26325550,Female,Loyal Customer,41.0,KY,Business travel,Business,1965.0,0.0,0.0
BU96077116,Female,Loyal Customer,53.0,,Business travel,Business,3173.0,0.0,0.0
XJ82320772,Female,Loyal Customer,60.0,NJ,Business travel,Business,2195.0,0.0,0.0
